年份,題號 ,答案 ,完整題目,章節出處,名稱
111,92,C,某中學宿舍約 20% 的學生今天發病，他們有發燒，倦怠和淋巴結腫大等症狀。校護告訴 119 派遣員說三天前有一學生在宿舍自助餐廳噴撒不明液體。你第一時間被派遣到現場，有關下列防護衣穿著，何者最為恰當？ (A) 在宿舍自助餐廳的清掃阿姨應著等級 D 防護衣。 (B) 救護技術員當處理未知濃度的未知化學物質，應著等級 D 防護衣。 (C) 校護因第一線接觸學生，建議著等級 C 以上防護衣。 (D) 後送至醫院端，醫院相關人員應著等級 A 防護衣。,第 53 章,危害物質與核生化應變 
111,93,A,地震及颱風為台灣常見天然災害，常常造成緊急醫療救護的衝擊及人員的傷亡。有關常見天然災害敘述，何者為是？ (A) 天然災害造成的大量死亡，若遺體沒有清理，雖然造成臭味，但並不是疾病的來源。 (B) 依照現行災防體系，水災的主管機關為內政部。 (C) 地震所發生的災害以外傷為主，其他非創傷的病患較地震前差不多。 (D) 搜救黃金時間 72 小時，表示超過 72 小時救出的傷患存活率大幅降低，應考慮停止救援。,第 57 章,常見天然災害 
111,94,C,"離島常因設備或專長無法提供治療，需要空中救護的協助，保障病患生命的安全。下列病人何者 不符合 現行空中轉診適應症？ (A)病人因急性胸痛，經超音波診斷為主動脈剝離。 (B)病人診斷為自發性腦出血，昏迷指數 9 分。
(C)傷患工作時遭砂輪機截斷右手食指。(D)自然產後，產後大出血的產婦。",第 58 章,空中救護體系 
111,95,D,"救護直升機執行空中緊急救護或空中轉診時，除駕駛員外，至少應有一名空中救護人員隨機執行救護。前項空中救護人員，下列何者可以擔任？
(A)呼吸治療師。 (B)實習醫學生。
(C)初級救護技術員。(D)65 歲即將退休的醫師。",第 58 章,空中救護體系 
111,96,D,"研究是緊急醫療系統一個重要的活動，因為研究可以幫助緊急醫療系統不停向前演進。而研究的實施有 5 種標準的方法，請問下列對於研究方法的敘述，何者為非？
(A)描述型(descriptive)方法：又叫觀察型(observational)方法。僅是觀察分析事件的發生和結果，而沒有嘗試去操弄或改變事件的結果。
(B)實驗型(experimental)方法：在研究中導入某種介入措施，然後觀察此種介入措施的效果。
(C)前瞻性(prospective)方法：在研究開始前，特定的問題、假設、和資料收集的方式早就被定義好。
(D)回溯性(retrospective)方法：研究在一個特定時間點或一段很短時期內的一群人。",第 11 章,救護技術員的科學思考基礎 
111,97,C,"研究的方法有很多種，問卷調查也是一種收集病人資料的重要方式，試問以下設計問卷的基本流程何者正確？
(1)問卷的測試 (2)確定研究問題和目標族群
(3)向度(dimension)和議題(issue)的產生與選擇 (4)議題的實體化
(A)	(3)→(2)→(4)→(1)
(B)	(2)→(1)→(3)→(4)
(C)	(2)→(3)→(4)→(1)
(D)	(3)→(2)→(4)→(1)",第 11 章,救護技術員的科學思考基礎 
111,98,D,"下列何者不是「事故指揮系統 ICS」之核心價值？
(A)        共通詞彙：使用標準化詞彙，在跨部會應變通訊時，避免誤解。
(B)        模組化：採由上而下的設計，根據事故種類跟發展，可將基本架構擴編或者縮編，具有彈性。
(C)        指揮：事故一開始就必須建立明確的指揮系統，並且隨事故發展轉移指揮權。
(D)        發言：根據事故指揮官指示，設定發言人，提供正確且正式的新聞。
",第 52 章,大量病人與災難應變 
111,99,D,"關於安全官的任務，下列何者最不適當？
(A)審核應變行動計畫的安全議題。 (B)緊急制止危險的應變行動。
(C)參與計畫會議。(D)評估現場狀況。
",第 52 章,大量病人與災難應變 
111,100,C,"高級救護技術員要能夠勝任救護訓練的指導者需要一些教育理論與教學方法的基礎與培育，而課程設計有許多架構與模式，了解課程設計的架構與模式能讓臨床教師在設計課程時掌握邏輯性並容易勾勒出課程的整體輪廓。以下對於課程設計模式的敘述何者為非？ (A)歷程模式(process model)：強調教育方式與教學過程，而非教育的目標內容，重視學習者的主動學習以及教師的專業思考。
(B)        情境模式(situation model)：又稱「文化分析模式」，與當代社會文化分析密不可分，主張從文化選擇的角度來詮釋課程，情境模式強調課程的目標是在傳授學生文化中最重要的部分。
(C)        試誤模式(try and error model)：指在學習過程中，最初總是要經歷一些錯誤的嘗試動作，以後隨著動作的不斷反覆，錯誤的動作逐漸減少，成功動作逐漸增多，最後完全獲得成功。
(D)        目標模式(objective model)：由學者泰勒(Tyler)提出，最核心的概念就是課程設計需要有明確一致的教育目標。",第 60 章,緊急救護技術的教學技巧 
112,1,B,建立完善的緊急醫療救護體系須從四個面向努力，下列有關四個面向的敘述，何者為是？ (A) 卓越領導：依緊急醫療救護法第 25 條，建立醫療指導制度，由醫療指導醫師領導緊急醫療救護體系發展。 (B) 完整系統：完整系統的要素，舉凡人才招募、教育訓練、醫療設施、品質管理等，都必須逐項建立。 (C) 健全財務：公家機關資源有限，民間資源無窮，訓練經費與器耗材不足等的資金缺口都可依賴募款補足。 (D) 妥善立法：依緊急醫療救護法第 2 條，社區緊急醫療救護系統之運作，主管機關在各縣市，相關法規應由各縣市自行立法。,第 1 章,緊急醫療救護體系概論
112,2,A,有關法律與救護倫理的敘述，下列 何者為非 ？ (A) 法律是這個社會評價中的最低標準，符合倫理的行為必定為合法的行為。 (B) 對於同樣的困境，每個人會有不同的倫理價值判斷，也不一定具有標準答案。 (C) 道德觀是建構個人倫理價值的重要元素。每個人的倫理標準也會因為道德觀的不同而有所差異。 (D) 透過經常的練習及不斷的思考，有助於個人在面對倫理困境時，迅速做出判斷及採取適當的行動。,第 4 章,緊急醫療救護相關法律規範
112,3,A,消防隊員小志支援火警任務。現場發生閃燃，分隊很照顧他的資深學長不幸往生。事發後小志腦裡還常浮現閃燃和急救學長的畫面，不斷地出現自責、生氣、失眠的現象，也不願意靠近救護車。請問您覺得小志怎麼了還有可以如何幫助他的以下敘述，何者最為正確？ (A) 事件造成小志極大的痛苦並且影響到日常生活，可能會持續一個月以上。 (B) 事發了解小志曾罹患焦慮症， 但這病史不會讓他更容易得到創傷後壓力症。 (C) 經歷嚴重的創傷事件後，出現短期急性壓力症是常見的，不用擔心。 (D) 創傷後壓力症與急性壓力症的首選治療方式為「藥物治療」，所以要陪同他盡快就醫服藥。,第 6 章,救護技術員的心理衛生
112,4,D,根據高級救護技術員教科書 ( 第二版 ) 提到，當救護技術員遇到精神異常的救護時，應該 快速 地評估病人狀況 ，以下何者相對 較不重要 ？ (A) 主要求救原因。 (B) 是否有攻擊行為。 (C) 是否有自殺意圖或計畫。 (D) 是否有精神病史。,第 46 章,行為急症與精神急症
112,5,C,執行愛滋病病人救護時病人不配合， 救護員被尖銳物扎傷左手， 接著噴濺的血液飛入救護員眼中，關於處理流程建議何者正確？ (A) 以肥皂及水清潔左手傷口，眼睛沖水即可，一周內向工作單位通報。 (B) 被扎者並不需要立即檢測 HIV ，因為會有空窗期。 (C) 預防性投藥不要超過 72 小時，超過 7 天則無預防效果。 (D) 定期追蹤 3 次抗體， 3 個月後追蹤結果為陰性，即可排除感染之虞。,第 5 章,救護技術員的職業安全與傳染病防治
112,6,C,第一反應員 (first responder) 為緊急醫療救護系統中第一位到達現場的受過訓練之專業人員，下列敘述 何者為非 ？ (A) 透過社區層級的醫療反應及第一反應員的設立，可以改善時間急症患者的預後。 (B) 第一反應員可以是消防人員、警察、民間救護人員、警衛安全人員或社區志工等。 (C) 經過合格受訓的第一反應員，可以取代緊急醫療救護人員並提升社區存活率。 (D) 辨識傷病人疾病的嚴重程度或受傷的情形為第一反應員的訓練的主要內容之一。,第 8 章,社區層級的緊急醫療反應
112,7,B,關於派遣員協助心肺復甦術 (Dispatcher Assisted CPR ，以下稱 DA-CPR) 敘述，何者正確？ (A) 研究顯示，在緊急救護人員接觸病人之前，旁觀者先執行 CPR ， OHCA 病人的存活機率並無明顯提升。 (B) 在辨識階段，派遣員必須詢問兩個關鍵問題「意識是否清醒？」以及「呼吸是否正常？」。 (C) 派遣員執行 DA-CPR 時需要另一端的報案者積極配合，並且學過 CPR ，才能為突發性心跳停止的病人爭取更佳的救活機率。 (D) 詢問句型「 有無呼吸」與「有無正常呼吸」，對於同一病人這兩個問題的 OHCA 辨識率相似。,第 7 章,緊急醫療救護派遣系統
112,8,B,有一種果實，食用方式是咀嚼與唾液混和後吐出，咀嚼後很快會有提神的效果，服用過量會產生分泌物增加、縮瞳、緩脈、支氣管痙攣，下列以藥理學敘述吃的過程 何者為非 ？ (A) 吸收方式為口腔內吸收。 (B) 植物鹼會經過肝臟首渡效應再進入循環系統。 (C) 以症狀來看檳榔毒性應該是乙醯膽鹼。 (D) 長期越吃越多才有提神效果是因為適應性 (tolerance) 。,第 16 章,緊急救護藥理學
112,9,B,插管病人運送途中常常會發生血氧下降、 ETCO2 異常，以下關於插管後的評估照護的敘述 何者為非 ？ (A) 圖一 二氧碳濃度圖儀顯示管路可能滑脫。 (B) 超音波上發現 Double trachea sign 代表氣管內管位置正確。 (C) BVM 有阻力、聽診單側呼吸音減弱、可能是氣胸。 (D) 圖二 二氧碳濃度圖儀顯示氣囊可能破損。,第 15 章,呼吸道處置與通氣－技術篇
112,10,C(送分),下列哪一個疾病 最不可能 因分流 (Shunt) 而導致低血氧？ (A) 吸入型肺炎。 (B) 化學性肺炎。 (C) 急性肺水腫。 (D) 肺栓塞。,第 35 章,呼吸系統急症
112,11,C,一位罹患慢性阻塞性疾病病人，主訴呼吸喘。臨床發現雙側有哮喘音 (Wheezing) ，病人未使用氧氣時，血氧濃度 88% 。以下敘述， 何者為非 ？ (A) 病人噘嘴呼吸，肋間肌凹陷，有呼吸窘迫現象。 (B) 病人有下呼吸道阻塞現象。 (C) 可考慮使用 Ventri-mask( 凡德里面罩 ) ，以提供低流速、高濃度氧氣。 (D) 考慮給予吸入型支氣管擴張劑。,第 35 章,呼吸系統急症
112,12,A,關於潮氣末二氧化碳濃度的臨床應用， 何者為非 ？ (A) 正常潮氣末二氧化碳分壓值 (EtCO2) 為 45~50 mmmHg 。 (B) 可評估 CPR 的按壓品質，並確認是否恢復自主循環。 (C) 嚴重低體溫的病人，潮氣末二氧化碳分壓值可能偏低。 (D) 嚴重頭部外傷的病人，潮氣末二氧化碳分壓值可能偏高。,第 15 章,呼吸道處置與通氣－技術篇
112,13,A,以下對於人體神經系統的描述， 何者為非 ？ (A) 自律神經系統的神經傳遞物質中，最常見的是多巴胺（ Dopamine ）。 (B) 許多藥物或毒物，都是由類似神經傳遞物質，或阻礙神經傳遞物質的構造而產生作用的。 (C) 延髓是人體的生命中樞，包括多項生命中樞，如心臟血管中樞、呼吸節律中樞、吞嚥中樞、嘔吐中樞等。 (D) 交感神經系統，主要負責人體在面對壓力的反應。,第 12 章,人體基本解剖與生理
112,14,C(D),以下對於「酸鹼不平衡」中，對應的檢驗、症狀、原因與處置， 何者為非 ？ (A) 呼吸性酸中毒： pH<7.35 ，常見於換氣不足，可利用機器輔助呼吸改善。 (B) 代謝性酸中毒：深且快的庫式呼吸、應根據病因給予治療。 (C) 呼吸性鹼中毒：感覺麻木、通常因為過度換氣使得血中氧氣減少造成。 (D) 代謝性鹼中毒： pH>7.35 ，可因為大量嘔吐，胃酸流失造成。,第 12 章,人體基本解剖與生理
112,15,C,根據六到十二歲學齡兒童發展的里程碑，我們會發現到這時期的兒童發展有不同的重點。關於這些重點，下列敘述， 何者為非 ？ (A) 體重的增加開始以肌肉為主而非脂肪；力量增加。 (B) 孩子的道德邏輯推理能力建立。 (C) 雙親通常陪伴孩子的時間增加。 (D) 孩子逐漸理解死亡的概念。,第 13 章,從出生到死亡：一生的成長與發展
112,16,A,55 歲男性病人突然意識改變與全身抽搐。您到達現場時，病人仍意識不清無法溝通並嘴角抽動，請問此時最適合的醫病互動模式為何？ (A) 「主動 — 被動」模式。 (B) 「指導 — 合作」模式。 (C) 「共同參與」模式。 (D) 「遵從法規」模式。,第 18 章,醫病關係與溝通技巧
112,17,B,55 歲男性病人主訴早上起床後發現自己右側肢體無力。您到達後與病人採用「 SOAP 」溝通模式，下列描述哪一項屬於「 O 」的敘述？ (A) 早上起床病人表示發現自己右側無力。 (B) 請病人雙手平舉，發現病人右手明顯下垂。 (C) 最後一次正常時間為昨晚 10 點睡覺前。 (D) 過去病史有高血壓。,第 18 章,醫病關係與溝通技巧
112,18,A,您和一位資深救護員接獲一趟行為急症的救護，現場為 35 歲女性，左手前臂多處刀傷，病人一直在哭泣，反覆大喊；｢我是沒有用的人，不如早點離開人間。｣。和您一起出勤的學長，走到病人身邊，蹲下輕拍病人肩膀，和病人說：｢您願不願意和我多聊聊？跟我多說一些？｣。此學長所利用的溝通技巧為何？ (A) 促進 (facilitation) 。 (B) 反射 (reflection) 。 (C) 澄清 (clarification) 。 (D) 同理心 (empathic responses) 。,第 18 章,醫病關係與溝通技巧
112,19,C,以下呼吸模式與對應的可能的臨床疾病組合，何者正確？ (A) 庫斯毛耳氏呼吸 (Kussmaul respiration) – 慢性阻塞性肺病。 (B) 陳施氏呼吸 (Cheyne-Stokes respiration) – 糖尿病酮酸中毒。 (C) 逆理式呼吸 (paradoxical respiration) – 呼吸衰竭。 (D) 畢歐氏呼吸 (Biot’s respiration) – 大腦損傷。,第 20 章,身體診察
112,20,D,病人主訴頭暈及嘔吐，對於協助區分此病人為中樞型或周邊型眩暈之相關檢查 何者為非 ？ (A) 病人以腳跟接著腳尖連續直線行進 (tandem walking) 。 (B) 病人以手指頭摸鼻子接著摸您的手指頭之反覆點對點運動 (point-to-point movement) 。 (C) 觀察患者眼球活動，檢查患者眼球活動及眼震方向。 (D) 利用叩診槌檢查患者深部肌腱反射 (deep tendon reflexes) 。,第 20 章,身體診察
112,21,B,當您出勤派遣救護時，收集及彙整有關現場環境、主訴、病史及實施初評等病人資訊，為執行關鍵思考之哪一步驟？ (A) 資料判讀。 (B) 概念形成。 (C) 應用原則。 (D) 反應評估。,第 22 章,病人評估與決策
112,22,B,關於成人基本救命術 (basic life support) 目前的科學證據與急救指引，以下敘述何者最適當？ (A) 因心室顫動或無脈性心室頻脈的 OHCA 病人，每延遲一分鐘的心肺復甦術會使存活率下降 17~20% 。 (B) 電擊去顫前，目擊者有施行心肺復甦術， OHCA 病人的存活率下降會比較慢，大約每分鐘降 3~4% 。 (C) 高品質心肺復甦術包含盡量減少中斷壓胸時間，是指胸部按壓時間須佔所有搶救時間的 50% 以上。 (D) 從病人心跳停止導致腦部沒有血液供應的那一刻起， 10 分鐘後腦細胞就會因為缺氧而開始分解破壞。,第 23 章,基本生命支持與急救
112,23,A,在復甦醫學的新進展中，關於葉克膜體外維生系統 (Extracorporeal Membrane Oxygenation ， ECMO) 的敘述，下列敘述 最不適當 ？ (A) ECMO 對於急性心衰竭的病人，可有效改善心臟收縮功能，增加組織灌流改善循環。 (B) VV-ECMO 取代肺臟氣體交換的功能，對心臟的循環沒有助益，只能用在肺部疾病病人。 (C) VA-ECMO 將靜脈血經氣體交換後送回到病人動脈，可用於心臟衰竭或肺功能衰竭的病人。 (D) 頭頸部外傷併顱內出血 72 小時內、缺氧至腦部嚴重受損為不適用於葉克膜的禁忌症。,第 24 章,復甦醫學新進展
112,24,A,下列有關爆炸傷的描述，何者為是？ (A) 爆炸傷是複合性傷害，但並非所有爆炸傷都會經歷所有階段。 (B) 爆炸傷第一階段傷害為燒傷。 (C) 因爆炸彈出之患者，並非全部都視為頸椎受傷傷患。 (D) 到達爆炸現場，應先將患者救出避免再次爆炸進而造成患者二次傷害。,第 25 章,外傷總論與重大外傷
112,25,B,依美國外科醫學會外傷委員會所修訂之現場檢傷分類指引，下列哪一名患者最應優先送往創傷中心？ (A) 廚師切肉不慎將左手食指切斷。 (B) 80 歲老人走路不慎跌倒，有服用抗凝血劑。 (C) 懷孕 18 週孕婦車禍。 (D) 時速 15 公里車禍之機車駕駛。,第 25 章,外傷總論與重大外傷
112,26,C,依據 PHTLS 的初級評估，下列部位發現創傷大量外出血 (Exsanguinating hemorrhage) 時的立即止血方式，何者 最不適當 ？ (A) 前臂：止血帶。 (B) 腋下：止血紗布和壓力敷料。 (C) 頸部：傳明酸 (Tranexamic acid) 靜脈注射。 (D) 腹股溝處：肢幹交界型 (junctional) 止血帶。,第 26 章,出血、休克與止血治療
112,27,B(送分),下列有關休克傷患到院前的評估與處置的描述，何者為是？ (A) 到院前使用靜脈輸液，是否會提高休克傷患存活機率，目前尚無定論，故晶質或膠質輸液通常保留至到院後再給予，不建議使用於到院前。 (B) 若有需要使用晶質溶液，應以溫暖的的晶質溶液進行急救，林格氏乳酸溶液為輸液首選，其次為生理食鹽水溶液。 (C) 靜脈輸液的流速與留置導管的內徑呈現 4 次方正比 ( 即導管內徑增為 2 倍，最大流速可提高為 16 倍 ) 、與導管的長度成正比。 (D) 老年傷患對副交感神經刺激反應較差，因此失血造成的心跳加速或心收縮力增加不如年輕人顯著，因此老人傷患需早期進行積極復甦及監測。,第 26 章,出血、休克與止血治療
112,28,C,您抵達一名機車騎士騎車自撞路樹的車禍現場，傷患意識清楚無頸部疼痛或是上肢不適情形，但是呼吸淺快，血氧 90% 、臉色蒼白、皮膚明顯濕冷、脈搏較弱、腹部紅腫併明顯壓痛，左小腿有瘀青合併明顯變形，請問下列何者是您最應先做的處置？ (A) 左小腿骨折固定。 (B) 現場幫病人打點滴。 (C) 給予氧氣協助呼吸。 (D) 擦傷傷口包紮。,第 25 章,外傷總論與重大外傷
112,29,C,出血性休克傷患，若對初始輸液反應不佳，則需要考慮輸血。下列有關輸血時的注意事項， 何者為非 ？ (A) 血品的選擇：對於有懷孕能力的婦女，為避免母體產生抗體，造成將來懷孕時之併發症，建議可使用 O 型 Rh 陰性血輸血。 (B) 避免低體溫：最有效避免大量輸血或輸液後低體溫的方法，是輸液前先將輸液加熱至 39°C ，晶質液可使用微波加熱及血液可放在保溫器加熱。 (C) 大量輸血：預測需要大量輸血的方法為 ABC score ，其內容包含心跳 >100 次 / 分，血壓 <90mmHg ，穿刺傷及 FAST 超音波呈陽性，符合 2 項或以上。 (D) 凝血功能異常：嚴重創傷出血可能會快速消耗凝血因子，大量輸液亦會造成血小板及凝血因子被稀釋而影響功能，低體溫則可能影響血小板凝集。,第 26 章,出血、休克與止血治療
112,30,A,一位 24 歲男性騎機車自撞電線杆，您抵達現場時發現傷患安全帽已脫落，頭部雖無出血變形，但嘴唇撕裂傷合併口腔變形，病人持續出血躁動，請問下列處置何者 最不適當 ？ (A) 放置口咽呼吸道以維持暢通。 (B) 準備大口徑的抽吸管抽吸，避免肺部吸入性傷害。 (C) 使用下頷推擠法暢通呼吸道並給予頸椎固定。 (D) 若傷患因呼吸困難躁動無法配合戴頸圈，維持呼吸道暢通比頸椎固定重要。,第 27 章,頭部與顏面外傷
112,31,A,您接獲指揮中心通報，據同車友人表示，病人開車自撞山壁後意識不清，但您抵達現場後發現病人意識清楚，主訴頭部疼痛，理學檢查發現頭部有 5 公分撕裂傷合併頭皮血腫，其餘各部分都無明顯外傷，後續轉送至醫院後，病人於留院觀察中突然失去意識、肢體癱瘓。請問有關此傷患最可能的傷害何者正確？ (A) 硬腦膜上出血 (epidural hemorrhage) 。 (B) 硬腦膜下出血 (subdural hemorrhage) 。 (C) 蜘蛛膜下腔出血 (subarachnoid hemorrhage) 。 (D) 腦內出血 (Intracerebral hemorrhage) 。,第 27 章,頭部與顏面外傷
112,32,C,關於眼睛損傷的描述，下列何者 最不適當 ？ (A) 若被強酸、強鹼灼傷，需儘快以大量清水沖洗。 (B) 支配眼球運動的肌肉受傷時，可能產生複視的現象。 (C) 眼球挫傷後的瞳孔反應不正常，最常見的原因是第三對腦神經損傷。 (D) 眼睛被化學物品灼傷時，可在醫療指導醫師指示下，將隱形眼鏡拔除。,第 27 章,頭部與顏面外傷
112,33,D,下列有關於頸部創傷的敘述， 何者為非 ？ (A) 高位頸椎創傷須密切注意傷患使否進展至呼吸衰竭。 (B) 罹患中央脊髓症候群 (central cord syndrome) 的傷患，可能有四肢輕癱現象，且上肢較下肢嚴重。 (C) 根據加拿大頸椎守則 (Canadian C-Spine Rule ，簡稱 CCR) ，清醒且生命徵象穩定的傷患，即使沒有頸椎損傷的高危險及低危險因素， CCR 建議應令傷患自行轉動頸部才能排除頸椎損傷。 (D) 脊髓性休克 (spinal shock) 主要機轉為脊髓受傷導致交感神經受到影響，交感神經失去對血管的控制，引起全身性的血管擴張，治療為適度輸液，必要可以適度使用升壓劑。,第 28 章,脊椎與脊髓外傷
112,34,C,關於下列胸部創傷的描述，下列何者為是？ (A) 創傷性主動脈剝離，最常好發處為升主動脈。 (B) 氣管支氣管破裂，以肺內細支氣管破裂最常見。 (C) 心臟震盪 (commotio cordis) 的傷患，最常見的心律是心室顫動。 (D) 創傷性窒息，常見受壓迫位置以下皮膚呈現藍紫色，而以上的皮膚顏色正常。,第 29 章,胸部外傷
112,35,C,30 歲男性自述右胸中彈，無肢體大出血，呼吸速率正常，經檢視後發現右胸壁前後各有一開放性傷口，給予塑膠包裝貼三邊覆蓋傷口後送醫，但在送醫途中傷患突然意識變化、呼吸急促。請問有關此患者相關處置，下列何者 最不適當 ？ (A) 再次檢查胸腹部是否有其他傷口。 (B) 執行延伸性創傷超音波 (e-FAST) 評估傷患病情改變原因。 (C) 移除傷口原塑膠包裝改用急救填塞止血敷料。 (D) 若是評估為張力性氣胸，在第五肋間腋中線前側給予針刺減壓。,第 29 章,胸部外傷
112,36,B,關於胸部創傷敘述，下列何者為是？ (A) 執行超音波 e-FAST ，在劍突處進行掃描，主要是確認橫膈膜是否破裂。 (B) 執行胸部超音波時看到條碼徵候（ barcode sign ）表示傷患可能有氣胸的情形。 (C) 發現開放性氣胸時，應進行針刺減壓，減低胸內壓力。 (D) 針刺減壓時應選擇第五肋間腋中線前側肋骨下緣下針。,第 29 章,胸部外傷
112,37,D,50 歲男性駕駛汽車發生交通事故，因車體變形受困車內，脫困後膚色蒼白、呼吸淺快，請問以下哪個徵候會讓您最合理懷疑傷患可能有脾臟損傷？ (A) 腰部瘀青 (Turner sign) 。 (B) 肚臍周圍瘀青 (Cullen sign) 。 (C) 右上腹挫傷。 (D) Kehr 徵象 (Kehr sign) 。,第 30 章,腹部與盆腔外傷
112,38,A,23 歲男性工地高處跌落，右下腹遭巨型鋼片穿刺留於腹壁上，下列關於腹骨盆創傷評估與處置何者 最不適當 ？ (A) 血壓測量 80/50 毫米水銀柱，直接給予大量生理食鹽水 2 公升。 (B) 穿刺傷口周圍出血，給予直接加壓止血，並嘗試固定穿刺物。 (C) 按壓骨盆不穩定懷疑骨盆骨折，使用骨盆固定帶進行固定。 (D) 評估患者出現休克徵候，呼吸急促，給予氧氣面罩使用。,第 30 章,腹部與盆腔外傷
112,39,B,院前的 FAST 超音波檢查可以改變 20~30% 外傷傷患的處置或後送，有關院前 FAST 檢查腹部掃描的注意事項下列 何者錯誤 ？ (A) 注意掃描時需上、下仔細去檢查，而非只看一個面。 (B) 掃描肝腎交界時把探頭橫放在右側肋骨下緣，腋前線的位置。 (C) 掃描脾腎交界時把探頭橫放在左側肋骨下緣，腋後線的位置。 (D) 掃瞄膀胱時探頭放在恥骨上緣，並把探頭往恥骨聯合方向掃描。,第 21 章,到院前超音波應用
112,40,B,下列有關骨骼肌肉創傷的敘述，下列 何者為非 ？ (A) 肩部創傷到院前評估處置重點為：評估有無合併神經及血管損傷、三角巾或八字肩帶固定、冰敷患處。 (B) 肱骨遠端或中段骨折容易合併腋神經損傷。 (C) 拳擊者骨折是因直接撞擊造成掌骨骨折，最常見為第五掌骨折。 (D) 根據統計高處墜落跟骨骨折傷患中， 10 ％會合併脊椎骨折； 5 ％為雙側跟骨骨折。,第 32 章,肢體與骨盆外傷
112,41,C,關於骨骼肌肉創傷，以下 何者錯誤 ？ (A) 腹部鈍挫傷中最常見的受傷器官是脾臟及肝臟。 (B) 脫臼復位通常傷患會極度疼痛，因此不建議在現場執行。 (C) 遇到截肢傷，應直接將斷肢放在冰上以增加保存及手術復原機率。 (D) 在脫困出傷患、尤其在受壓迫超過 4 小時以上，鬆開受壓迫的肢體前應給予大量靜脈輸液或使用碳酸氫鈉鹼化。,第 32 章,肢體與骨盆外傷
112,42,C,50 歲女性駕駛汽車出車禍，初步評估中發現全身多處擦挫傷，左小腿變形合併有一處深部撕裂傷口，沒有持續出血，現場亦無明顯外出血。下列關於這位傷患處置，何者 最不適當 ？ (A) 若遠端脈搏摸不到，可考慮牽引移動到原解剖位置。 (B) 牽引過程中，傷患明顯疼痛或過程中有阻力時應停止動作。 (C) 發現為開放性骨折，將外露的骨折或軟組織塞回傷口內。 (D) 搬運過程中傷口開始出血，加壓仍無法控制出血，打上止血帶。,第 32 章,肢體與骨盆外傷
112,43,D,關於燒燙傷與電灼傷，下列描述何者 最不適當 ？ (A) 當傷患有顏面灼傷、鼻毛燒焦、呼吸有喘鳴聲 (stridor) 、聲音沙啞時，要高度懷疑有呼吸道灼傷。應考慮儘早放置氣管內管。 (B) 嚴重燒燙傷傷患之輸液補充，可採修正後布魯克公式 (modified Brooke formula) ：初始 24小時靜脈輸液量 = 2ml/ 公斤體重 × 傷患體重 × 灼傷面積 ( 無計入一度燒傷面積 ) 。 (C) 若閃電傷害現場同時造成多位傷患，應優先急救呼吸中止者 ( 不論有無脈搏 ) 。 (D) 若暴露在粉末之化學物質情況下，應儘快用清水或生理食鹽水沖洗，以免粉末持續對皮膚產生化學性灼傷。,第 31 章,灼傷與電灼害
112,44,C(B),搜救人員將傷患從火場中抬出，患者表示胸口很痛，呼吸不順，右手前臂灼傷，下列處置何者最為適當？ (A) 血氧量測 96% ，應先觀察患者狀況，再決定是否給予氧氣治療。 (B) 傷患右前臂有一個手鍊，表示很有紀念價值，拒絕將其拿下來，協助將手鍊降溫。 (C) 除了詢問基本病史外，應詢問搜救人員傷患所在位置，燃燒物質等。 (D) 傷患從火場抬出，意識清楚可以講話，並持續表示胸口很痛，呼吸道正常，吸入性灼傷機會小。,第 31 章,灼傷與電灼害
112,45,B,指揮中心通報，化工廠有一名員工接觸到不明物質，請您協助前往救護。有關此病人的處置與敘述何者為是？ (A) 到場發現患者身上有不明白色粉末，雙手暴露有紅腫起水泡，立即使用大量清水沖洗。 (B) 鹼性燒傷通常比酸性燒傷來的嚴重，因為強鹼性物質造成的傷害方式是液化性壞死。 (C) 廠區員工查出化學物質後提供中和試劑，隊員應使用中和試劑來沖洗化學性灼傷的部位。 (D) 眼睛遭受到鹼性燒傷初期，不建議使用乳酸林格氏液持續沖洗。,第 31 章,灼傷與電灼害
112,46,D,某男於河堤路跑時不慎遭流浪犬隻攻擊造成臉部一處咬傷，請問咬傷的傷口處理原則下列敘述 何者為非 ？ (A) 給予抗生素治療。 (B) 確實清洗傷口。 (C) 給予破傷風治療。 (D) 到院後傷口立即進行清創及縫合以免造成感染。,第 32 章,肢體與骨盆外傷（含軟組織損傷）
112,47,D(A),反應複雜的凝血機制可以精要地分為三大基本步驟，下列 何者為非 ？ (A) 由受傷處釋放出血小板因子。 (B) 凝血因子串聯反應形成凝血酶 (thrombin) 。 (C) 凝血酶結合纖維蛋白原 (fibrinogen) 形成 ( 血 ) 纖維蛋白，進而網住紅血球形成血塊。 (D) 血塊因血小板因子作用黏附後成形，大過傷口並將其完整封閉。,第 25 章,外傷總論與重大外傷
112,48,D(送分),男性 50 歲，於家中因液化石油氣氣爆被救出，在爆炸傷五階段受傷機轉中，下列 何者為非 ？ (A) 耳膜可能破裂，溝通障礙時留意溝通方式調整及變換。 (B) 呼吸急促，不能排除吸入性傷害可能性，適時給予氧氣治療。 (C) 震盪與撞擊，可能有家具飛散撞擊或騰空後落地等傷害，必要時露身檢查。 (D) 爆閃強光，須注意視力是否受影響，應給予紗布覆蓋雙眼保護。,第 25 章,外傷總論與重大外傷
